date,yt_pred_time_trend_1_dummy,yt_pred_time_trend_2_dummy,yt_pred_time_trend_3_dummy,yt_true,yt_pred_time_trend_3_fourier,yt_pred_mlp_8,yt_pred_stacked_mlp,yt_pred_d1d13_ar13,yt_pred_d1d12_mlp
1951-05-01,2013.987719298245,1937.375790745505,2059.287590069577,2051,2126.0944090873077,2188.512920383572,2144.1525720750883,2059.432309280204,2114.6994818696935
1951-06-01,2168.4614035087716,2087.92065833434,2207.2483024093153,2290,2085.529415909552,2435.1810102057907,2411.9987252096803,2243.0639720915115,2399.3102258622657
1951-07-01,2558.6719298245607,2474.202365324185,2590.8166491187885,2599,2745.870974521748,2744.434115647027,2769.0959779411105,2505.690404479523,2396.5596318112184
1951-08-01,3663.461403508771,3575.0630136296736,3688.834735461154,3428,3527.8440177343664,3174.05274303599,3294.6471602967913,3447.221818801014,3485.8732154984755
1951-09-01,2913.671929824561,2821.344726479986,2932.1446666995707,2262,3067.094426292547,3072.884291689687,3229.3470038902037,3216.806776688809,2553.471171557675
1951-10-01,2444.6192982456137,2348.3632784166257,2456.062232307722,2242,2369.2933097975856,2483.5509210914006,2411.6696728695115,2018.5965940809683,1971.8327903441332
1951-11-01,2265.09298245614,2164.9081430623382,2269.376905969818,2103,2296.0088465300523,2264.6624653623826,2225.986411534261,1945.350122515054,2011.906079328326
1951-12-01,2026.5666666666664,1922.453007064881,2023.5623718963857,1825,2050.3228565597137,2022.963487717205,1997.8971869980016,1810.473888536565,1788.626986521689
1952-01-01,1849.7802631578943,1742.2288844639158,1867.9189483255736,1670,1806.1385875066192,1861.170430536143,1764.938496807097,1564.4544369281916,1498.623323019754
1952-02-01,1832.148684210526,1721.6506986114518,1843.755241847128,1681,1909.625641570036,1841.2098938175805,1792.8236390046295,1574.520393196577,1681.46926318212
1952-03-01,1968.8328947368416,1855.3883000977933,1973.81041904072,1713,1932.2117521984364,1931.991998367332,1891.2066494756848,1586.8698042319584,1728.1090612599673
1952-04-01,2076.885526315789,1960.4943217812315,2075.1371114852964,1954,2066.8655174010664,1986.95592812284,1919.102824479127,1792.4934808245737,1761.3966541436248
1952-05-01,2139.7802631578943,2020.4424479878603,2131.2090033913846,1876,2198.010630234174,2135.9430138505127,2108.3941124616226,2064.0757810885334,2066.1017664945207
1952-06-01,2294.2539473684205,2171.969519866748,2278.7629368642465,2272,2157.0470835016977,2269.715557738094,2207.8093877538104,2292.972049805392,2075.1671450320837
1952-07-01,2684.46447368421,2559.2334311466457,2661.9568066407255,2612,2817.0221995471375,2684.394358505219,2733.6900191222726,2496.1662001117747,2542.912595390935
1952-08-01,3789.253947368421,3661.076283742187,3759.632717983981,3590,3598.6609111809676,3034.7348630131005,3180.8044930512924,3402.3170645587597,3404.2509184408864
1952-09-01,3039.46447368421,2908.3402008825524,3002.6327761571665,2496,3137.609099148325,2886.170529707978,3044.3978895033097,2527.949162726716,2386.925616540565
1952-10-01,2570.4118421052626,2436.3409571092443,2526.27277063397,2441,2439.5378730505095,2457.412065039796,2393.7043620233776,2391.2745564996276,2439.75006286389
1952-11-01,2390.8855263157893,2253.868026045009,2339.3421750986013,2340,2366.0154111680877,2268.818424125736,2220.6471577788975,2195.558485689039,2266.447247696229
1952-12-01,2152.359210526315,2012.3950943376049,2093.3146737615853,2090,2120.1235335708266,2050.985174066736,2018.2979385608185,2020.759905111632,2026.2695548128067
1953-01-01,1975.5728070175433,1833.153176026692,1937.490584861072,1812,1875.765487878777,1941.2403823671848,1864.1554159885372,1841.8684165104205,1899.491226659642
1953-02-01,1957.941228070175,1813.5571944642809,1913.1785149868072,1788,1979.110876291205,1874.60763595522,1816.6704865561264,1852.2640728521565,1785.6803397913386
1953-03-01,2094.6254385964908,1948.2770002406749,2043.117630718462,1837,2001.587432256584,1953.9523878268485,1912.39503473392,1915.464999225719,1782.7760162474615
1953-04-01,2202.6780701754383,2054.3652262141654,2144.3605636349844,1993,2136.163753784158,2052.1593362767467,2005.7203847073936,2021.0194374229975,2040.4598131588214
1953-05-01,2265.5728070175433,2115.295556710847,2200.3809979468997,2021,2267.263533930178,2106.013694969407,2054.8273351053876,2065.683179986679,1878.882379005739
1953-06-01,2420.0464912280695,2267.8048328797877,2347.915775759471,2199,2226.2867654985785,2347.070659818835,2295.872143032577,2381.239722657476,2379.6677918888245
1953-07-01,2810.2570175438595,2656.050948449738,2731.1227918095415,2622,2886.280770832863,2725.7064562485552,2744.8082131663805,2609.9441725559764,2502.3814918682037
1953-08-01,3915.04649122807,3758.876005335332,3828.8441513602697,3787,3667.970482743504,3177.812773310017,3314.04978057198,3529.7495547515437,3562.8670645633956
1953-09-01,3165.2570175438595,3007.1221267657493,3071.921959674812,2914,3207.0017819756404,3138.628777513312,3318.8876987075237,2554.2235968120904,2658.2049218104366
1953-10-01,2696.204385964912,2536.105087282494,2595.6720062268532,2487,2509.045778130569,2807.7356996866615,2800.505973695462,2726.6867451614507,2823.4722302575283
1953-11-01,2516.6780701754383,2354.6143605083116,2408.883764700604,2314,2435.6706494888585,2485.0704908958696,2428.4612879268516,2482.9406570020956,2346.306580140659
1953-12-01,2278.1517543859645,2114.1236330909596,2163.0309193065905,2139,2189.9582161202757,2199.9500823455037,2166.385387604843,2056.6408165307257,2022.9697407527556
1954-01-01,2101.3653508771927,1935.8639190700997,2007.4137882829607,2124,1945.8117256448704,2028.9013016174065,1971.4214185565295,1891.643382800355,1823.479756788492
1954-02-01,2083.7337719298243,1917.250141797741,1983.3409782194624,2214,2049.40078026191,2033.0370799700192,2026.19105455527,2047.092538308435,2064.485182565391
1954-03-01,2220.4179824561397,2052.9521518641877,2113.5516556957655,2234,2072.1531134198667,2174.3806753770696,2188.8486152580695,2188.910692110557,2226.400677997017
1954-04-01,2328.4706140350872,2160.022582127731,2215.0984522908184,2279,2207.0373231279855,2286.803059071249,2266.3896934127683,2397.5923975792393,2352.12244947659
1954-05-01,2391.365350877192,2221.935116914465,2271.4550522151458,2423,2338.4771024425163,2315.142286720398,2265.411107100132,2251.754149424397,2268.2185590246154
1954-06-01,2545.839035087719,2375.426597373458,2419.358297574012,2290,2297.872444167395,2499.836850700852,2447.1650391086528,2605.205970226212,2565.8619716450103
1954-07-01,2936.049561403508,2764.6549172334608,2802.9660831042597,2903,2958.270670646124,2829.595004982435,2804.0615208735744,2862.1593079036884,2674.277827797876
1954-08-01,4040.839035087719,3868.462178409107,3901.1205140690463,4485,3740.396714689176,3470.1528452077036,3597.9199930266395,3981.396229431488,4032.4244751788383
1954-09-01,3291.0495614035085,3117.6905041295777,3144.66369573153,3085,3279.8964570416906,3673.9962981629224,3872.9269081491984,3287.061570222675,3578.824075375662
1954-10-01,2821.996929824561,2647.655668936375,2668.911417565394,2852,2582.4410073049635,2987.9649928185554,2943.684387109553,2942.9117598776284,2619.307587847654
1954-11-01,2642.4706140350872,2467.147146452245,2482.6531532548497,2629,2509.598543759565,2676.0994941071294,2617.409691671753,2725.3903657133014,2638.24797598254
1954-12-01,2403.944298245614,2227.638623324946,2237.362587010424,2435,2264.4508864752597,2443.8852404484255,2406.714500256829,2468.0376094190797,2419.0397735099405
1955-01-01,2227.1578947368416,2050.3611135941383,2082.3400370702634,2227,2020.9012830720992,2363.956025364919,2329.934162620479,2317.528387179341,2384.7066654321407
1955-02-01,2209.5263157894733,2032.7295406118324,2058.894110024117,1944,2125.1193357493494,2325.6775048387112,2333.4940390187808,2340.9693424101124,2280.7609346313748
1955-03-01,2346.210526315789,2169.413754968331,2189.763972451654,2125,2148.5327779554837,2325.776825126617,2315.9242316487484,2142.592934682514,1920.7045226493192
1955-04-01,2454.263157894736,2277.4663895219273,2292.002255931822,2260,2284.1102076997477,2439.7609236623794,2433.3009864959436,2276.4975961192904,2131.3817480372963
1955-05-01,2517.1578947368416,2340.3611285987145,2349.082644675148,2299,2416.2753180383897,2506.5639892681565,2495.5662249826355,2357.0249417504992,2367.07236626786
1955-06-01,2671.6315789473683,2494.83481334776,2497.7419807868937,2323,2376.4281017753465,2571.7945348256553,2489.2800867127858,2347.4866481199406,2126.1053455940746
1955-07-01,3061.8421052631575,2885.045337497815,2882.1381590039036,2659,3037.6158812541203,3131.2177311423534,3110.9317016651185,2907.7742384582943,2897.8383659660703
1955-08-01,4166.631578947368,3989.8348029635144,3981.1132845893353,3761,3820.563589285184,3754.4219752149434,3838.05671924993,4038.965598575899,4201.126857440493
1955-09-01,3416.8421052631575,3240.0453329740376,3225.5094628063443,2779,3360.917106613676,3511.0659716520327,3662.3643359255457,2743.660015664742,2319.006149540981
1955-10-01,2947.78947368421,2770.9927020708874,2750.6424831286167,2761,2664.347542840893,3020.8995821312537,3010.1388367292698,2463.585475053731,2504.066223863534
1955-11-01,2768.2631578947367,2591.46638387681,2565.301819240364,2446,2592.4230762474062,2805.4576845698434,2810.4035509360124,2441.98325304631,2502.5168669468385
1955-12-01,2529.736842105263,2352.9400650395633,2320.961155352111,2278,2348.2255269029783,2515.250351415169,2511.828518927323,2272.578167906351,2211.4674019857957
1956-01-01,2352.9504385964906,2176.6447595988084,2166.920809702005,1879,2105.658142427663,2304.385953692786,2280.0399452592205,2063.447005838523,2027.2643983615953
1956-02-01,2335.3188596491223,2159.995390906555,2144.489388879795,1881,2210.8905250207235,2077.89622216376,2024.8083840048012,1821.3105596980467,1553.7857770684868
1956-03-01,2472.003070175438,2297.6618095531067,2276.406059465151,2165,2235.3504081306373,2206.7536437518315,2197.4447551124595,1944.7964647125273,2025.1462323944606
1956-04-01,2580.0557017543856,2406.6966483967553,2379.7234530370206,2199,2372.006389766645,2380.812380307343,2404.223831950189,2142.3483179261357,2265.165504155203
1956-05-01,2642.950438596491,2470.573591763595,2437.9152538059298,2308,2505.2821629849977,2421.243424734733,2413.0806431948618,2292.6481602948625,2198.643085226663
1956-06-01,2797.4241228070173,2626.029480802693,2587.718303877141,2529,2466.577720589633,2532.013347209394,2488.5244332262905,2228.112918046336,2293.3254092735024
1956-07-01,3187.634649122807,3017.222209242801,2973.290497987498,2573,3128.940384924051,2957.7023409824965,2976.3122812425195,2774.352124124238,2828.197313496232
1956-08-01,4292.424122807017,4122.993878998553,4073.4739414001583,3946,3913.0950887987265,3325.365659051211,3406.807220003607,4060.843442770123,3635.9859821580903
1956-09-01,3542.6346491228064,3374.186613299128,3319.11073937828,3200,3454.6877129587956,3400.2590234414597,3576.161313368269,2806.723760822858,2927.25330353965
1956-10-01,3073.5820175438594,2906.1161866860307,2845.5166813955466,2574,2759.3893670055577,3125.9280195888737,3163.2174240959134,2876.90077444511,3150.773692761102
1956-11-01,2894.0557017543856,2727.572072782006,2661.481241136169,2422,2688.768229219582,2644.655755118025,2584.352714553315,2486.648537249114,2220.9850902811995
1956-12-01,2655.529385964912,2490.0279582348116,2418.4781028106736,2446,2445.9061196706325,2365.256304560589,2348.3878613890824,2227.8933668734135,2214.1951078477796
1957-01-01,2478.74298245614,2314.7148570841096,2265.8075846572083,2828,2204.706285978761,2209.9319194209165,2185.1796727079673,2091.8702211722702,2013.1088430786695
1957-02-01,2461.111403508771,2299.0476926819083,2244.778293265521,2879,2311.338330343233,2396.6857138532428,2448.903042626644,2407.0695358481316,2799.793246121805
1957-03-01,2597.795614035087,2437.696315618513,2378.129395215281,2800,2337.2299862125237,2644.43816991807,2700.4151369310025,2905.136984827648,3132.1258777540716
1957-04-01,2705.8482456140346,2547.713358752214,2482.913522085437,2835,2475.349851595877,2707.216070106064,2694.903124787476,2853.957148452495,2792.8030470769936
1957-05-01,2768.74298245614,2612.572506409106,2542.604358086515,2585,2610.121619549541,2760.9019718165614,2732.7325820056412,2897.5513764678635,2907.7133962417593
1957-06-01,2923.2166666666662,2769.010599738257,2693.9387453237764,2787,2572.945282877453,2735.434636675598,2659.6898078148392,2817.8779052974987,2770.0395253719716
1957-07-01,3313.4271929824554,3161.1855324684175,3081.074578534067,3334,3236.8681639231163,3037.611242141992,3023.917481850935,3066.490056054574,2794.2682633492986
1957-08-01,4418.216666666667,4267.939406514221,4182.853962980543,4746,4022.615195497004,3794.0982032681222,3884.9026273460263,4598.273226424709,4673.783806836753
1957-09-01,3668.427192982456,3520.11434510485,3430.11900392636,3613,3565.8322583442496,3972.8131471763586,4106.600753538058,3770.81687168409,3965.558286897667
1957-10-01,3199.3745614035083,3053.026122781805,2958.1854908452065,3463,2872.1904620661567,3317.4388922459357,3278.386154500387,3358.173752999256,2949.400064929272
1957-11-01,3019.8482456140346,2875.464213167833,2775.84289742129,3274,2803.2579849432923,3089.131054134893,3029.6603856788633,3140.2279558658556,3273.7428461289637
1957-12-01,2781.321929824561,2638.902302910691,2534.564907865138,2801,2562.11664704542,3011.887588220732,2966.9218768136334,3198.6634411760806,3268.577951805244
1958-01-01,2604.535526315789,2464.571406050042,2383.6518404148983,2488,2322.669695992593,2950.3760707935107,2920.55104975893,3015.6472338982257,3147.1023577548995
1958-02-01,2586.9039473684206,2449.8864459378938,2364.412301660318,2386,2431.086733984077,2812.294607818969,2799.3892474652616,2715.9089328706305,2495.96544383154
1958-03-01,2723.5881578947365,2589.5172731645507,2499.585458181068,2428,2458.795494468345,2806.0963291527178,2821.5219132565253,2707.301458926191,2261.7675731257714
1958-04-01,2831.6407894736835,2700.516520588304,2606.2239415560957,2678,2598.764575454643,2840.7696325252227,2845.802993299505,2657.630920441685,2422.052267139612
1958-05-01,2894.535526315789,2766.357872535249,2667.801435995928,2744,2735.4176699992177,2854.96546394912,2838.562465056755,2613.6900481751854,2389.614996762837
1958-06-01,3049.0092105263157,2923.7781701544523,2821.054783605826,2772,2700.1547709060087,3102.7329683230732,3042.371757274882,2952.8271286167073,2906.780124947313
1958-07-01,3439.219736842105,3316.9353071746655,3210.141879122634,3520,3366.023200518516,3622.677665454787,3565.873986393921,3085.3079625306946,3281.226799959013
1958-08-01,4544.009210526316,4424.671385510523,4313.90482780951,3833,4153.747891647215,4291.748214663574,4285.592189263007,4557.493740505441,4894.646201631156
1958-09-01,3794.219736842105,3677.828528391203,3563.18573492961,3377,3698.9747250372384,3953.5217687580607,3974.076873185365,3274.4537088830193,2653.614921859158
1958-10-01,3325.1671052631573,3211.722510358211,3093.3003899566197,3013,3007.37481028989,3688.9487441421434,3676.39863652976,2906.6835564745124,3183.2101462888986
1958-11-01,3145.640789473684,3035.1428050342915,2913.0382665747507,2871,2940.516325685737,3315.070435048789,3313.8361574748315,2852.617668510902,2786.8259848868483
1958-12-01,2907.11447368421,2799.5630990672025,2673.873048994527,2592,2701.4810912945422,2929.474858766748,2943.2135585103747,2579.71740776787,2350.033588754788
1959-01-01,2730.328070175438,2626.214406496605,2525.105055454098,2375,2464.172354736359,2639.921975039719,2630.3850825492727,2609.4389480750306,2234.4089888668877
1959-02-01,2712.6964912280696,2612.51165067451,2508.0428925432116,2304,2574.7597182104546,2533.8365956968164,2520.811562570272,2358.9496750089156,2231.428895589892
1959-03-01,2849.3807017543854,2753.124682191219,2645.4257268415367,2464,2604.6709151653013,2602.3616225095884,2591.705324161954,2262.9825896095645,2310.4518836565258
1959-04-01,2957.433333333333,2865.1061339050257,2754.306189928021,2557,2746.8745436101426,2799.8259956982633,2810.6061060832194,2511.748669102959,2680.2500297711467
1959-05-01,3020.3280701754384,2931.929690142023,2818.1579660131915,2739,2885.7942966012297,2877.645528288407,2865.2400590837733,2421.8264626730206,2583.8061864724987
1959-06-01,3174.8017543859646,3090.332192051279,2973.7178972023107,2714,2852.8301669424964,3102.640008328244,3081.9004744080444,2771.0584830533007,2732.6587222234575
1959-07-01,3565.012280701754,3484.471533361545,3365.143878232223,3102,3521.029476977451,3506.67641622885,3503.6185882419877,3294.38921096169,3419.1960176756947
1959-08-01,4669.801754385964,4593.1898159874545,4471.278014366084,3961,4311.117159516559,3706.876170473379,3758.0948880279634,4096.696249395777,3375.088129073898
1959-09-01,3920.012280701754,3847.3291631581874,3722.962410867052,3772,3858.73909530496,3787.6289888351057,3884.399011893373,3243.8098446354625,3465.0494345116595
1959-10-01,3450.9596491228067,3382.205349415248,3255.5128572088133,3245,3169.5663939439573,3581.638767845761,3622.044721303995,3226.7241118635084,3379.556128407441
1959-11-01,3271.433333333333,3206.607848381381,3077.718827075575,3104,3105.1672337141135,3227.3951572506135,3214.5541289854596,3136.503953173662,3065.8349655739066
1959-12-01,3032.907017543859,2972.010346704345,2841.054004677865,2869,2868.623434685197,2933.325402428933,2933.322067998999,2693.5769136677955,2788.7427198482146
1960-01-01,2856.1206140350873,2799.6438584238003,2694.8187082538334,2513,2633.838244477261,2697.6958572936474,2684.0772938156624,2496.7203729793346,2617.0899942485485
1960-02-01,2838.489035087719,2786.923306891757,2680.3215443932245,2385,2746.9812652895653,2548.454668928199,2517.177722978665,2474.9297271366595,2407.362034509668
1960-03-01,2975.1732456140344,2928.518542698519,2820.3016796757092,2756,2779.4802305705907,2607.303089565304,2601.6257808713353,2536.353133182487,2507.228284779476
1960-04-01,3083.225877192982,3041.4821987023784,2931.8117456802365,2927,2924.303738329576,2857.9722013731684,2894.7603404988904,2860.1896413747427,2812.4922199108914
1960-05-01,3146.1206140350873,3109.287959229428,2998.325426617332,2940,3065.8754816227747,3038.7646082029955,3055.517673387243,3068.0907629429967,3073.9422086982468
1960-06-01,3300.5942982456136,3268.6726654287368,3156.579564592258,3180,3035.595453254119,3115.1830688416276,3074.599956149651,2925.4689977962535,2877.3216280436536
1960-07-01,3690.804824561403,3663.794211029055,3550.7320543418587,3791,3706.5109755671174,3546.0605118340495,3519.4850199687285,3659.8518246975273,3532.371411167922
1960-08-01,4795.5942982456145,4773.494697945017,4659.6250011292905,4093,4499.346981372237,4119.843438093833,4120.807627056549,4369.986949818151,4617.18633142305
1960-09-01,4045.804824561403,4028.6162494058026,3914.100510217712,4309,4049.749351414617,4083.8782022582714,4091.5857963455487,3852.532619190846,3868.5676808741828
1960-10-01,3576.7521929824557,3564.474639952916,3449.4743710808075,3532,3363.3891952955564,3933.3221929268248,3946.670133226011,3658.159265917131,3745.203337351315
1960-11-01,3397.225877192982,3389.859343209102,3274.5360574027877,3408,3301.834691295626,3524.977976853388,3488.680763231211,3519.8667358157945,3353.480470207096
1960-12-01,3158.6995614035086,3156.2440458221176,3040.7592533941774,2839,3068.1676594845867,3208.6409922094076,3206.1861585805796,3169.9706993263353,3134.9879624426103
1961-01-01,2981.9131578947363,2984.859761831626,2897.444277293125,2792,2836.2913474824927,2762.7238613661325,2711.545270048491,2723.2670553641456,2443.7058052667626
1961-02-01,2964.281578947368,2973.1214145896356,2885.899735689381,2798,2952.3753574886105,2731.545908249516,2711.53240331519,2658.561616784177,2625.69615508919
